tag	en	fr	pt	es	id	ru	zh
passageDetailArtifacts.tip1a	Resources for:	Les ressources pour :	Recursos para:	Recursos para:	Sumber untuk:	Ресурсы для:	资源：
spelling.restartApp	Restart	Redémarrer	Reiniciar	Reiniciar	Buka Ulang	Перезапустить	重新开始
wsAudioPlayer.resume	Resume	Reprendre	Reiniciar	Reanudar	Lanjutkan	Возобновить	恢复
stepEditor.retell	Retell	Répéter	Recontar	Volver a contar	Cerita Ulang	Пересказ	复述
workflowSteps.retellBackTranslation	Retell Back Translation	Retell Back Traduction	Repetir a tradução	Retell Back Traducción	Terjemahan Balik Cerita Ulang	Пересказ Обратный перевод	复述听写
workflowSteps.retellBTTranscribe	Retell BT Transcribe	Relecture BT Transcription	Retell BT Transcrever	Retell BT Transcribir	Ketik Terjemahan Cerita Ulang	Пересказ BT Транскрипция	复述回译听写
activityState.review	Review	Révision	Revisar	Revisar	Periksa	Проверка	复习
toDoTable.editor	Review	Controler	Revisar	Revisar	Periksa Ulang	Проверка	复习
consultantCheck.furtherReview	Review More	Lire la suite	Revisar mais	Revisar más	Periksa Lagi	Отзыв Подробнее	查看更多
workflowSteps.review	Review Transcription	Transcription de l'examen	Revisão da transcrição	Revisar la transcripción	Tinjau hasil ketik	Обзорная транскрипция	复习听写
activityState.reviewing	Reviewing	Révision	Revisando	Revisando	Sedang periksa	Проверяет	复习中
hotKey.rightArrow	Right Arrow	Flèche droite	Seta para a Direita	Flecha derecha	Panah Kanan	Стрелка вправо	右箭头
vProject.rightToLeft	Right-to-Left	De droite à gauche	Direita-para-esquerda	De derecha a izquierda	Kanan ke Kiri	Справа-налево	从右到左
community.rights	Rights	Droits	Direitos	Derechos	Hak Cipta	Права	权利
keyTerms.ritual	Ritual	Rituel	Ritual	Ritual	Upacara	Ритуал	仪式
assignSection.role	Role	Rôle	Função	Rol	Peran	Роль	角色
main.orgRole	Role:	Rôle:	Função:	Papel:	Peran:	Роль:	角色：
groupTabs.roles	Roles	Rôles	Funções	Roles	Peran	Роли	角色
grid.rowsPerPage	Rows per Page	Lignes par page	Linhas por Página	Filas por página	Baris per Halaman	Строк на странице	每页行数
main.googleSamples	Sample Google spreadsheets	Exemple de feuilles de calcul Google	Exemplo de planilhas do Google	Ejemplo de hojas de cálculo de Google	Contoh spreadsheet Google	Образцы электронных таблиц Google	谷歌电子表格示例
transcriber.save	Save	Sauvegarde	Salvar	Guardar	Simpan	Сохранить	保存
vProject.save	Save	Sauvegarder	Salvar	Guardar	Simpan	Сохранить	保存
audacityManager.saveFirst	Save before editing	Sauvegarder avant de modifier	Salvar antes de editar	Guardar antes de editar	Simpan sebelum mengedit	Сохранить перед редактированием	编辑前保存
mediaTitle.save	Save Recording	Sauvegarder l'enregistrement	Salvar gravação	Guardar grabación	Simpan Rekaman	Сохранить запись	保存录音
wsAudioPlayer.saveSegments	Save Segments	Sauvegarder les segments	Salvar Segmentos	Guardar segmentos	Simpan segmen	Сохранить сегменты	保存段
keyTerms.save	Save Translation	Sauvegarder la traduction	Salvar Tradução	Guardar traducción	Simpan Terjemahan	Сохранить перевод	保存翻译
verse.saveVerseMarkup	Save Verse Markup	Sauvegarder le balisage des versets	Salvar marcação de versículo	Guardar marcado de versículos	Simpan Markup Ayat	Сохранить разметку стиха	保存诗句标记
stepEditor.saving	Saving ...	Sauvegarde ...	Salvando ...	Guardando ...	Menyimpan...	Сохранение ...	保存中...
mediaTab.savingComplete	Saving complete.	Sauvegarde complète.	Gravação concluída.	Guardado completo.	Penyimpanan selesai.	Сохранено!	保存成功
transcriber.saving	Saving...	Sauvegarder...	Salvando...	Guardar...	Menyimpan...	Сохранение...	保存中...
vProject.scenes	Scene/Scenes	Scène/Scènes	Cena/Cenas	Escena/Escenas	Adegan	Сцена/Сцены	场景
findResource.scope	Scope	Champ d'application	Escopo	Ámbito	Jangkauan	Область	范围
voice.scope	Scope of use	Champ d'application	Escopo de uso	Ámbito de uso	Lingkup penggunaan	Сфера использования	使用范围
picker.script	Script	Script	Script	Guión	Skrip	Сценарий	脚本
transcriber.scriptOrDialect	Script or Dialect	Script ou dialecte	Escrita ou dialeto	Escritura o dialecto	Skrip atau Logat Bahasa	Скрипт или диалект	脚本或方言
artifactCategory.scripture	Scripture	Écritures	Referência Bíblica	Escrituras	Alkitab	Писание	经文
transcriptionTab.scriptureBurrito	Scripture Burrito	Écriture Burrito	Scripture Burrito	Burrito de las Escrituras	Gulungan Alkitab	Писание Burrito	圣经卷饼
workflowSteps.consultantCheck2	Second Consultant Check	Vérification du second consultant	Verificação do segundo consultor	Segundo Consultor	Pemeriksaan Konsultan Kedua	Проверка второго консультанта	第二顾问检查
wsAudioPlayer.seconds	seconds	seconds	segundos	segundos	detik	секунды	秒
findResource.section	section	section	seção	sección	bagian	раздел	节的脚本
vProject.sections	Section/Sections	Section/sections	Seção/Seções	Sección/Secciones	Bagian	Раздел/разделы	段
tool.segment	Segment	Segment	Segmento	Segmentar	Segmen	Сегмент	段
community.segment	Segment	Segmenter	Segmento	Segmento	Segmen	Сегмент	段
shared.select	Select	Sélectionnez	Selecionar	Seleccione	Pilih	Выбрать	选择
passageDetailArtifacts.selectBook	Select Book	Sélectionner le livre	Seleccionar livro	Seleccionar Libro	Pilih Kitab	Выбрать книгу	选择书籍
resource.bookSelect	Select Book	Sélectionner un livre	Seleccionar livro	Seleccionar libro	Pilih Kitab	Выбрать книгу	选择书籍
planSheet.bookSelect	Select Book...	Choisir un livre...	Selecionar Livro...	Seleccionar Libro...	Pilih Kitab...	Выберите книгу...	选择书籍
selectRecording.selectRecording	Select Item	Sélectionner l'élément	Selecionar item	Seleccionar elemento	Pilih Item	Выберите элемент	选择项目
invite.selectTeamRole	Select team role.	Choisir le rôle dans l'équipe.	Selecionar função da equipe.	Seleccione el rol del equipo.	Pilih peran dalam tim.	Выберите роль в команде	选择团队角色。
usertable.selectUser	Select User	Sélectionnez l'utilisateur	Selecionar Usuário	Seleccionar usuario	Pilih Pengguna	Выбрать пользователя	选择用户
wsAudioPlayer.selectVoice	Select Voice	Sélectionner la voix	Selecionar voz	Seleccionar voz	Pilih Suara	Выбрать голос	选择语音
invite.send	Send	Envoyer	Enviar	Enviar	Kirim	Отправить	发送
main.sessionExpiring	Session Expiring	Session expirée	Sessão Expirando	Expiración de la sesión	Sesi Berakhir	Истекает сессия	会话正在结束
keyTerms.settingLanguage	Set Language	Définir la langue	Definir idioma	Establecer idioma	Tentukan Bahasa	Установить язык	设置语言
discussionMenu.setSegment	Set Segment	Segment fixe	Configurar Segmento	Establecer segmento	Tetapkan Segmen	Установить сегмент	设置段
vProject.sets	Set/Sets	Ensemble/Ensembles	Conjunto/Conjuntos	Conjunto/Sets	Kumpulan	Набор/Наборы	组
main.settings	Settings	Paramètres	Configurações	Configuración	Pengaturan	Настройки	设置
artifactType.sharedresource	Shared Resource	Ressource partagée	Recurso Compartilhado	Recurso compartido	Sumber Bersama	Общий ресурс	共享资源
vProject.sharedResources	Shared Resources	Ressources partagées	Recursos Compartilhados	Recursos compartidos	Sumber Bersama	Общие ресурсы	共享的资源
hotKey.shiftKey	Shift	Équipe	Deslocar	Mayúsculas	Shift	Shift	切换
stepEditor.show	Show	Afficher	Exibir	Mostrar	Tampilkan	Показать	显示
stepEditor.showAll	Show all	Afficher tout	Exibir tudo	Mostrar todo	Tampilkan semua	Показать все	全部显示
mediaUpload.launchLink	Show Link Content	Afficher le contenu du lien	Mostrar conteúdo do link	Mostrar contenido de enlace	Tampilkan Konten Link	Показать содержимое ссылки	显示链接内容
planSheet.showPublishing	Show Publishing Information	Afficher les informations de publication	Mostrar informações de publicação	Mostrar Información de Publicación	Tunjukkan Informasi Penerbitan	Показать информацию о публикации	显示发布信息
discussionList.collapse	Show/Hide All Comments	Afficher/masquer tous les commentaires	Exibir/Ocultar Todos os Comentários	Mostrar/Ocultar todos los comentarios	Tampilkan/Sembunyikan Semua Catatan	Показать/скрыть комментарии	显示/隐藏注释
discussionCard.collapse	Show/Hide Comments	Afficher/masquer les commentaires	Exibir/Ocultar Comentários	Mostrar/Ocultar Comentarios	Tampilkan/Sembunyikan Catatan	Показать/скрыть комментарии	显示/隐藏注释
usertable.showHideFilter	Show/Hide filter rows	Afficher/masquer les lignes de filtre	Exibir/Ocultar linhas de filtro	Mostrar/Ocultar filas del filtro	Tampilkan/Sembunyikan baris filter	Показать/скрыть строки фильтра	显示/隐藏筛选器表单
wsAudioPlayer.silence	Silence	Silence	Silenciar	Silencio	Diam	Тишина	静音
mediaTab.size	Size (MB)	Taille (MO)	Tamanho (MB)	Tamaño (MB)	Ukuran (MB)	Размер (МБ)	大小 (MB)
keyTerms.sortShow	Sort and Show	Trier et montrer	Classificar e Mostrar	Ordenar y mostrar	Urutkan dan Tunjukkan	Сортировать и показывать	排序和显示
sortMenu.sortMenu	Sort Discussions	Trier les discussions	Organizar as Discussões	Ordenar las discusiones	Urutkan Diskusi	Сортировать обсуждения	筛选讨论
cards.sortProjects	Sort Projects	Trier les projets	Sort Projects	Ordenar proyectos	Urutkan Proyek	Сортировка проектов	排序项目
passageDetailArtifacts.source	Source	Source	Fonte	Fuente	Sumber	Источник	来源
selectRecording.sourceSegment	Source Segment	Segment source	Segmento de Origem	Segmento de origen	Segmen Sumber	Сегмент источника	源段
selectRecording.sourceVersion	Source Version	Version de la source	Versão de Origem	Versión de la fuente	Versi Sumber	Версия источника	源版本
hotKey.spaceKey	Space	Espace	Espaço	Espacio	Spasi	Пробел	空格
selectRecording.speaker	Speaker	Intervenant	Viva-voz	Orador	Pembicara	Динамик	语者
peer.permissions	Special permission	Autorisation spéciale	Permissão especial	Permiso especial	Izin khusus	Специальное разрешение	特殊权限
vProject.spellCheck	Spell Check	Vérification des sorts	Verificação Ortográfica	Revisión ortográfica	Pemeriksa Ejaan	Проверка орфографии	拼字检查（英文）
spelling.spellingLangs	Spell Checking Languages	Langues de vérification de l'orthographe	Idiomas para Verificação Ortográfica	Idiomas de corrección ortográfica	Bahasa Pemeriksaan Ejaan	Язык для проверки орфографии	拼写检查语言
projButtons.sheet	Spreadsheet	Feuille de calcul	Planilha	Hoja de cálculo	Spreadsheet	Электронная таблица	电子表格
passageDetailArtifacts.startStop	Start - Stop	Début - Fin	Iniciar - Parar	Inicio - Fin	Awal - Akhir	Запустить/остановить	开始/停止
verse.startStop	Start --> Stop	Démarrer --> Arrêter	Iniciar --> Parar	Iniciar --> Detener	Mulai --> Stop	Начать --> Остановить	开始 --> 停止
planSheet.firstMovement	Start At	Commencer à	Iniciar em	Comenzar en	Mulai Dari	Начать с	开始于
newProject.startRecording	Start Recording	Démarrer l'enregistrement	Iniciar Gravação	Inicio de la grabación	Mulai Merekam	Начать запись	开始录音
transcriber.reviewing	Started to review	A commencé à examiner	Começou a revisar	Empezar a revisar	Sudah mulai periksa	Начата проверка	开始复习
transcriber.transcribing	Started to transcribe	A commencé à transcrire	Começou a transcrever	Comenzó a transcribir	Sudah mulai menuliskan	Начато транскрибирование	开始听写
template.beginning	Starting verse number	Numéro du verset de départ	Número do versículo inicial	Número de versículo inicial	Nomor ayat pertama	Начальный номер стиха	先节的号
grid.startsWith	Starts with	Commence avec	Começa com	Comienza con	Dimulai dengan	Начинается с	起头为
transcriptionTab.sectionstate	State	État	Estado	Estado	Keadaan	Cтатус	状态
treeChart.status	Status of	Statut de	Status de	Estado de	Keadaan	Статус	状态
planSheet.step	Step	Étape	Etapa	Paso	Langkah	Шаг	步
passageDetailStepComplete.title	Step Complete	Étape complète	Etapa Completa	Paso Completo	Langkah Selesai	Шаг завершен	步骤已完成
passageDetailStepComplete.incomplete	Step Incomplete	Étape Incomplète	Etapa Incompleta	Paso Incompleto	Langkah Belum Selesai	Шаг незавершен	步骤无完成
wsAudioPlayer.aiGiveUp	Stop Waiting...	N'attendez plus...	Pare de esperar...	Deja de esperar...	Berhenti Menunggu...	Хватит ждать...	停止等待...
vProject.stories	Story/Stories	l' histoire/Histoires	História/Histórias	Historia/Historias	Cerita	История/Истории	故事
cards.OBS	Storying	Récit	Armazenando	Storying	Penceritaan	Истории	故事
keyTerms.strong	Strong	Fort	Forte	Fuerte	Kuat	Сильный	重号码
workflowSteps.finalRecording	Studio Record	Enregistrement du studio	Registo de estúdio	Grabación en estudio	Rekaman Studio	Студийная запись	工作室录音
transcriber.submit	Submit	Soumettre	Enviar	Enviar	Serahkan	Отправить	发送
transcriber.submitReviewTip	Submit as complete	Soumettre comme complet	Enviar como completo	Enviar como completo	Serahkan sebagai sudah lengkap	Отправить как завершенное	完成提交
transcriber.submitTranscriptionTip	Submit for review	Soumettre pour examen	Enviar para revisão	Enviar para revisión	Kirimkan untuk diperiksa	Отправить на проверку	发送以供复核
picker.subtags	Subtags	Sous-tags	Subtags	Subetiquetas	Subtag	Подтеги	副标签
languagePicker.subtags	Subtags	Sous-étiquettes	Subtags	Subtags	Subtag	Теги второго уровня	子标签
passageDetailArtifacts.suffix	Suffix	passageDetailArtifacts.suffix Suffixe	Sufixo	Sufijo	Akhiran	Суффикс	后缀
grid.sum	Sum	Somme	Soma	Suma	Jumlah	Сумма	总和
findResource.summary	summary	résumé	resumo	resumen	kesimpulan	резюме	摘要
main.switchUser	Switch User	Changer d'utilisateur	Trocar de usuário	Cambiar de usuario	Ubah Pengguna	Переключить пользователя	切换用户
integration.sync	Sync	Synchroniser	Sincronizar	Sincronizar	Kirim/Terima	Синхронизация	同步
integration.syncComplete	Sync Complete!	Synchronisation terminée!	Sincronização Concluída!	Sincronización completa	Kirim/Terima Selesai!	Синхронизация завершена!	同步完成
integration.syncError	Sync error:	Erreur de synchronisation:	Erro de sincronização:	Error de sincronización:	Kesalahan kirim/terima:	Ошибка синхронизации:	同步出错
activityState.synced	Synced	Synchronisé	Sincronizado	Sincronizado	Kirim/Terima telah selesai	Синхронизировано	已同步
import.importSync	Syncing changes	Synchronisation des modifications	Sincronizar alterações	Sincronizar cambios	Sedang kirim/terima perubahan	Синхронизация изменений	同步更改
import.importSyncUp	Syncing offline changes	Synchronisation des modifications hors ligne	Sincronizar alterações offline	Sincronizar cambios sin conexión	Sedang kirim/terima perubahan offline	Синхронизация изменений в автономном режиме	同步离线更改
import.importSyncDown	Syncing online changes	Synchronisation des modifications en ligne	Sincronizar alterações online	Sincronizando cambios online	Sedang kirim/terima perubahan online	Синхронизация онлайн-изменений	同步在线更改
integration.syncPending	Syncing...	Synchronisation en cours...	Sincronizando...	Sincronización...	Sedang kirim/terima...	Синхронизация...	同步中...
category.builtIn	System Categories	category.builtIn Catégories du système	Categorias do sistema	Categorías del Sistema	Kategori Sistem	Системные категории	系统类别
vProject.tags	Tags	Étiquettes	Tags	Etiquetas	Tag	Теги	标签
main.tasks	Tasks	Tâches	Tarefas	Tareas	Tugas	Задачи	任务
main.team	Team	Équipe	Equipe	Equipo	Tim	Команда	团队
projectDownload.team	Team	L'équipe	Equipe	Equipo	Tim	Команда	团队
shared.user	Team Member	Membre de l'équipe	Membro da equipa	Miembro del equipo	Anggota Tim	Член команды	團隊成員
cards.teamName	Team Name	Nom de l'équipe	Nome da Equipe	Nombre del equipo	Nama Tim	Название команды	团队名称
profile.role	Team Role	Rôle de l'équipe	Função de Equipe	Rol de equipo	Peran Dalam Tim	Роль в команде	团队角色
invitationTable.role	Team Role	Rôle d'équipe	Função de Equipe	Rol del equipo	Peran dalam tim	Роль в команде	团队角色
invite.role	Team Role	Rôle dans l'équipe	Função de Equipe	Rol del equipo	Peran dalam tim	Роль в команде	团队角色
cards.teamSettings	Team Settings	Paramètres de l'équipe	Configurações da Equipe	Configuración del equipo	Pengaturan Tim	Настройки команды	团队设置
template.templateCodes	Template Codes	Modèle de code	Códigos de Modelo	Códigos de la plantilla	Kode templat	Коды шаблонов	模板代码
keyTerms.termDetail	Term Details	Terme Détails	Detalhes do Termo	Detalles del término	Rincian Istilah	Детали термина	词详细
workflowSteps.teamReview	Term Review	Révision du terme	Revisão do termo	Revisión de términos	Pemeriksaan Kata Kunci	Проверка термина	复习词语
tool.keyterm	Term Verify	Vérification du terme	Termo Verificar	Término Verificar	Verifikasi Tim	Проверка термина	验证词语
main.terms	Terms of Use	Conditions d'utilisation	Termos de Uso	Condiciones de uso	Ketentuan Penggunaan	Условия использования 	使用条款
artifactType.testing	Testing	Essais	Testando	Prueba	Pengujian	Тестирование	测试中
vProject.testing	Testing	Essai	Teste	Pruebas	Pengujian	Тестирование	测试中
faithbridge.text	text	texte	texto	texto	teks	текст	文本
newProject.textProduct	Text Product	Produit texte	Produto de Texto	Producto de texto	Produk Tertulis	Текстовый продукт	文本产品
passageDetailArtifacts.textResource	Text Resource	Texte Ressource	Recurso de texto compartilhado	Recurso de texto	Sumber Tertulis	Текстовый ресурс	文本资源
main.thanks	Thanks to	Merci à	Agradecimentos	Gracias a	Terima kasih Kepada	Спасибо	谢谢：
voice.stThisTeam	this team	cette équipe	esta equipe	este equipo	tim ini	эта команда	本团队
voice.thisTeam	This Team	Cette équipe	Esta equipe	Este equipo	Tim Ini	Эта команда	本团队
import.timezone	Time zone	Fuseau horaire	Fuso horário	Zona horaria	Zona waktu	Часовой пояс	时区
usertable.timezone	Timezone	Fuseau horaire	Fuso horário	Zona horaria	Zona Waktu	Часовой пояс	时区
artifactCategory.title	Title	Titre	Título	Título	Judul	Название	标题
stepEditor.tool	Tool	Outil	Ferramenta	Herramienta	Alat	Инструмент	工具
community.topic	Topic	Sujet	Tópico	Tema	Topik	Тема	主题
projectDownload.total	Total MB	Total MB	Total de MB	MB totales	MB Total	Всего МБ	总 MB
vProject.training	Training	Formation	Treinamento	Formación	Pelatihan	Обучение	培训
activityState.transcribe	Transcribe	Transcription	Transcrever	Transcribir	Ketik	Транскрибировать	转写
tool.transcribe	Transcribe	Transcrire	Transcrever	Transcribir	Ketik	Транскрибировать	听写
activityState.transcribed	Transcribed	Transcrit	Transcrito	Transcrito	Sudah Diketik	Транскрибировано	已转录
shared.transcriber	Transcriber	Transcripteur	Transcritor	Transcriptor	Pengetik	Транскриптор	听写员
activityState.transcribing	Transcribing	Transcrire	Transcrevendo	Transcribiendo	Sedang Ditulis	Трансрибировает	听写中
transcriptionShow.transcription	Transcription	Transcription	Transcrição	Transcripción	Transkripsi	Транскрипция	听写本
transcriber.transcriptionExists	Transcription already exists	La transcription existe déjà	A transcrição já existe	La transcripción ya existe	Sudah ada transkripsi	Транскрипция уже существует	转录内容已经存在
planTabs.transcriptions	Transcriptions	Transcriptions	Transcrições	Transcripciones	Transkripsi	Транскрипции	听写
keyTerms.translation	Translation	Traduction	Tradução	Traducción	Terjemahan	Перевод	译文
artifactCategory.translationresource	Translation Resource	Ressource de traduction	Recurso de Tradução	Recursos para traduccion	Sumber Penerjemahan	Ресурсы для перевода	翻译资源
shared.translator	Translator	Traducteur	Tradutor	Traductor	Penerjemah	Переводчик	翻译者
keyTerms.transliteration	Transliteration	Translittération	Transliteração	Transliteración	Transliterasi	Транслитерация	音译
selectRecording.artifactType	Type	Type	Tipo	Tipo	Jenis	Тип	类型
commentCard.unapproved	Unapproved	Non approuvé	Não aprovado	No aprobado	Tidak disetujui	Не одобрено	未批准
import.unassigned	unassigned	Non attribué	não atribuido	sin asignar	belum ditugaskan	не назначено	未分配
findResource.unavailable	unavailable	indisponible	indisponível	no disponible	tidak tersedia	недоступно	不可用
artifactCategory.uncategorized	Uncategorized	Non catégorisé	Sem Categoria	Sin categoría	Tidak Dikategorikan	Без категории	未分类
passageRecord.uncompressed	Uncompressed	Non compressé	Descompactado	Sin comprimir	Tidak dipadatkan	Без сжатия	未压缩
wsAudioPlayer.undoTip	Undo	Annuler	Desfazer	Deshacer	Urungkan	Отменить	撤销
audacityManager.unlink	Unlink	Détacher	Desvincular	Desenlazar	Hapus sambungan	Отвязать	取消连接
community.unsaved	Unsaved	Non sauvegardé	Não salvo	No guardado	Belum Tersimpan	Не сохранено	未保存
workflowSteps.unsaved	Unsaved content	Contenu non sauvegardé	Conteúdo não salvo	Contenido no guardado	Hasil yang belum disimpan	Несохраненный контент	未保存的内容
main.UnsavedData	Unsaved Data	Données non enregistrées	Dados Não Salvos	Datos no guardados	Data yang Belum Tersimpan	Несохраненные данные	未保存的数据
keyTerms.unsaved	Unsaved.	Non sauvé.	Não guardado.	Sin guardar.	Belum Tersimpan.	Несохраненный.	未保存
planSheet.addPublishing	Update Publishing Rows	Mise à jour des lignes de publication	Atualizar linhas de publicação	Actualizar filas de publicación	Perbarui Baris Penerbitan	Обновление строк публикации	更新发布行
transcriptionTab.updated	Updated	Mise à jour	Atualizado	Actualizado	Diperbarui	Обновлено	已更新
mediaUpload.upload	Upload	Télécharger	Carregar	Subir	Unggah	Загрузить	上传
mediaUpload.title	Upload Audio	Télécharger des fichiers audio	Carregar Áudio	Subir audio	Unggah Audio	Загрузить аудио	上传音频
mediaTitle.uploadFailed	Upload Failed!	Échec du téléchargement !	Falha no carregamento!	¡Carga fallida!	Pengunggahan Gagal!	Загрузка не удалась!	上传失败！
mediaUpload.graphicTitle	Upload Graphic	Télécharger le graphique	Carregar gráfico	Subir gráfico	Unggah Gambar	Загрузить графику	上传图片
cards.uploadProgress	Upload Progress	Progression du téléchargement	Progresso do Envio	Subir el progreso	Kemajuan Unggahan	Идет загрузка	上传进度
mediaUpload.resourceTitle	Upload Resources	Télécharger les ressources	Carregar Recursos	Cargar recursos	Unggah Sumber	Загрузить ресурсы	上传资源
shared.uploadRights	Upload Rights File	Télécharger le fichier des droits	Upload de ficheiros de direitos	Cargar archivo de derechos	Unggah File Hak Cipta	Загрузить файл с правами	上传权利文件
shared.uploadSuccess	Upload Successful	Téléchargement réussi	Carregamento bem sucedido	Carga correcta	Pengunggahan Berhasil	Загрузка успешна	上传成功
passageDetailArtifacts.upload	Uploads	Téléchargements	Uploads	Cargas	Unggahan	Загрузка	上传
mediaTab.user	User	Utilisateur	Utilizador	Usuario	Pengguna	Пользователь	用户
profile.userProfile	User profile	Profil du utilisateur	Perfil do usuário	Perfil de usuario	Profil pengguna	Профиль пользователя	用户资料
integration.usernameError	Username error:	Erreur de nom d'utilisateur:	Erro de nome de usuário:	Error de nombre de usuario:	Kesalahan nama pengguna:	Ошибка имени пользователя:	用户名错误：
artifactType.vernacular	Vernacular	Vernaculaire	Vernáculo	Vernáculo	Bahasa Daerah	Местный язык	土语
discussionCard.version	Version	Version	Versão	Versión	Versi	Версия	版本
mediaTab.versionHistory	Version History	Historique des versions	Histórico de Versão	Historial de la versión	Sejarah Versi	История версий	版本历史
planActions.versions	Versions	Versions	Versões	Versiones	Versi	Версии	版本
faithbridge.video	video	vidéo	video	vídeo	video	видео	视频
mediaActions.view	View	Voir	Visualizar	Ver	Lihat	Вид	观看
mediaTab.viewAssociations	View Associations	Voir les associations	Visualizar Associações	Ver Asociaciones	Lihat Hubungan	Просмотр ассоциаций	看见关系
main.helpSpreadsheet	View spreadsheet convention	Voir la convention du tableur	Visualizar convenção de planilha	Ver la convención de la hoja de cálculo	Lihat sisten lembar kerja	Просмотреть соглашение электронной таблицы	查看电子表格协议
transcriptionTab.exportType	Which export type?	Quel type d'exportation?	Qual tipo de exportação?	¿Qué tipo de exportación?	Jenis ekspor yang mana?	Какой тип экспорта?	哪种导出类型？
tool.wholeBackTranslate	Whole Back Translate	Traduire en arrière	Voltar Traduzir	Traducir en su totalidad	Terjemahan Balik Utuh	Полный обратный перевод	所有回译
artifactType.wholebacktranslation	Whole Back Translation	Toute la retraduction	Tradução Inteira	Traducción inversa completa	Terjemahan Balik Utuh	Перевод всей спины	所有回译
stepEditor.wholebacktranslation	Whole BT	BT completBT complet	BT completo	BT completo	TerBal Utuh	Целый BT	所有回译
workflowSteps.wBTTranscribe	Whole BT Transcribe	Traduire en entier Transcription	Traduzir todo Transcrição	Transcribir BT completo	Ketik TerBal Utuh	Обратный перевод целиком Транскрибировать	所有回译听写
keyTerms.word	Word	Mot	Palavra	Palabra	Kata	Слово	词
viewMode.work	Work	Travailler	Trabalhar	Trabajo	Kerja	Работа	工作
welcome.alone	Work Alone	Travailler seul	Trabalhar Sozinho	Trabajo en solitario	Bekerja Sendiri	Работа в одиночку	独自工作
userListMode.workOffline	Work Offline	Travailler hors ligne	Trabalhar Offline	Trabajar sin conexión	Bekerja Tanpa Koneksi Internet	Работать офлайн	离线工作
welcome.online	Work Online	Travail en ligne	Trabalhar Online	Trabajar en línea	Bekerja Secara Online	Работать онлайн	在线工作。
cards.workflowProgression	Workflow Progression	Progression du flux de travail	Progressão do fluxo de trabalho	Progresión del flujo de trabajo	Kemajuan Alur Kerja	Прогрессия рабочего процесса	工作流程进展
scriptureTableFilter.step	Workflow Step	Étape du flux de travail	Langkah alur kerja	Paso del flujo de trabajo	Langkah Alur Kerja	Шаг рабочего процесса	工作流步骤
alert.yes	Yes	Oui	Sim	Sí	Ya	Да	是的
voice.your	your	votre	seu	su	Anda	ваш	您的
